Modality1,StimulusType1,WordCue1,WordCue1Swedish,Stimulus_file1,Modality2,StimulusType2,WordCue2,WordCue2Swedish,Stimulus_file2,Random,OdorTrigger,Modality,Stimulustype,Target,Cue,SoundFile,Match,ImageFile,Correct,SmellText,nRepOne,nRepTwo,nRepThree,nRepFour,SwedishSoundFile,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,VisualPracticeLoop.thisRepN,VisualPracticeLoop.thisTrialN,VisualPracticeLoop.thisN,VisualPracticeLoop.thisIndex,OlfactoryPracticeLoop.thisRepN,OlfactoryPracticeLoop.thisTrialN,OlfactoryPracticeLoop.thisN,OlfactoryPracticeLoop.thisIndex,routineController.thisRepN,routineController.thisTrialN,routineController.thisN,routineController.thisIndex,routineOne.thisRepN,routineOne.thisTrialN,routineOne.thisN,routineOne.thisIndex,innerOne.thisRepN,innerOne.thisTrialN,innerOne.thisN,innerOne.thisIndex,routineTwo.thisRepN,routineTwo.thisTrialN,routineTwo.thisN,routineTwo.thisIndex,routineThree.thisRepN,routineThree.thisTrialN,routineThree.thisN,routineThree.thisIndex,routineFour.thisRepN,routineFour.thisTrialN,routineFour.thisN,routineFour.thisIndex,innerFour.thisRepN,innerFour.thisTrialN,innerFour.thisN,innerFour.thisIndex,innerThree.thisRepN,innerThree.thisTrialN,innerThree.thisN,innerThree.thisIndex,innerTwo.thisRepN,innerTwo.thisTrialN,innerTwo.thisN,innerTwo.thisIndex,RatingInstructions_1_KeyResponse.keys,RatingInstructions_1_KeyResponse.rt,RatingInstructions_2_KeyResponse.keys,RatingInstructions_2_KeyResponse.rt,RatingInstructions_3_KeyResponse.keys,RatingInstructions_3_KeyResponse.rt,IntensitySlider_VisualRating.response,IntensitySlider_VisualRating.rt,QualitySlider_VisualRating.response,QualitySlider_VisualRating.rt,FruitSlider_VisualRating.response,FruitSlider_VisualRating.rt,FlowerSlider_VisualRating.response,FlowerSlider_VisualRating.rt,IntensitySlider_OlfactoryRating.response,IntensitySlider_OlfactoryRating.rt,QualitySlider_OlfactoryRating.response,QualitySlider_OlfactoryRating.rt,FruitSlider_OlfactoryRating.response,FruitSlider_OlfactoryRating.rt,FlowerSlider_OlfactoryRating.response,FlowerSlider_OlfactoryRating.rt,VisualPractice_KeyResponse.keys,VisualPractice_KeyResponse.rt,KeyResponse_VisualPractice.keys,KeyResponse_VisualPractice.corr,KeyResponse_VisualPractice.rt,OlfactoryPractice_KeyResponse.keys,OlfactoryPractice_KeyResponse.rt,KeyResponse_OlfactoryPractice.keys,KeyResponse_OlfactoryPractice.corr,KeyResponse_OlfactoryPractice.rt,ExperimentInstructions_KeyResponse.keys,ExperimentInstructions_KeyResponse.rt,SPACEBAR_VisualCategory.keys,SPACEBAR_VisualCategory.rt,KeyResponse_VisualCategory.keys,KeyResponse_VisualCategory.corr,KeyResponse_VisualCategory.rt,SPACEBAR2_VisualCategory.keys,SPACEBAR2_VisualCategory.rt,SPACEBAR_VisualStimuli.keys,SPACEBAR_VisualStimuli.rt,Two_VisualObject.started,Two_VisualObject.stopped,KeyResponse_VisualObject.keys,KeyResponse_VisualObject.corr,KeyResponse_VisualObject.rt,VisualObject_Feedbacktext.started,VisualObject_Feedbacktext.stopped,SPACEBAR2_VisualStimuli.keys,SPACEBAR2_VisualStimuli.rt,Instructions_OlfactoryObject_KeyResponse.keys,Instructions_OlfactoryObject_KeyResponse.rt,KeyResponse_OlfactoryObject.keys,KeyResponse_OlfactoryObject.corr,KeyResponse_OlfactoryObject.rt,SPACEBAR2_OlfactoryObject.keys,SPACEBAR2_OlfactoryObject.rt,Wait_OlfactoryCategory_Instructions.started,Wait_OlfactoryCategory_Instructions.stopped,Instructions_OlfactoryCategory_KeyResponse.keys,Instructions_OlfactoryCategory_KeyResponse.rt,KeyResponse_OlfactoryCategory.keys,KeyResponse_OlfactoryCategory.corr,KeyResponse_OlfactoryCategory.rt,SPACEBAR2_OlfactoryCategory.keys,SPACEBAR2_OlfactoryCategory.rt,participant,session,date,expName,psychopyVersion,frameRate,
Visual,Pear,Pear,Päron,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,Olfactory,Lilac,Lilac,Syrén,Lilac,0.700193543,4,,,,,,,,,,,,,,,0,0,0,0,0,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.278125,11.706473726410877,23.378124999999997,13.907393990330092,100,16.47533424623134,1,18.442616032226624,25.028125000000003,14.531337999256039,71.33125,12.165794824979685,1.0,22.35003839967544,100.0,20.95076207657712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,001,2019_Aug_27_1505,Experiment 1_July3,3.1.0,60.00391267490391,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,001,2019_Aug_27_1505,Experiment 1_July3,3.1.0,60.00391267490391,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,186.4111488265155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,001,2019_Aug_27_1505,Experiment 1_July3,3.1.0,60.00391267490391,
,,,,,,,,,,0.242473894,,VisualStimulus,Flower,Lilac,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lilac.jpg,n,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.6671043988155816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,001,2019_Aug_27_1505,Experiment 1_July3,3.1.0,60.00391267490391,
,,,,,,,,,,0.046219304,,VisualStimulus,Fruit,Pear,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,n,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.7003617780740115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,001,2019_Aug_27_1505,Experiment 1_July3,3.1.0,60.00391267490391,
,,,,,,,,,,0.906120518,,VisualStimulus,Flower,Lavender,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lavender.jpg,n,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.7003678157589093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,001,2019_Aug_27_1505,Experiment 1_July3,3.1.0,60.00391267490391,
,,,,,,,,,,0.084246868,,VisualStimulus,Fruit,Lemon,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,n,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.6503854457985199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,001,2019_Aug_27_1505,Experiment 1_July3,3.1.0,60.00391267490391,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,56.01534477595351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,001,2019_Aug_27_1505,Experiment 1_July3,3.1.0,60.00391267490391,
,,,,,,,,,,0.263244177,2,OlfactoryStimulus,Fruit,Pear,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,yes,None,n,Pear,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.0669905280801686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,001,2019_Aug_27_1505,Experiment 1_July3,3.1.0,60.00391267490391,
,,,,,,,,,,0.166173162,8,OlfactoryStimulus,Flower,Lavender,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,yes,None,n,Lavender,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.2170318258442876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,001,2019_Aug_27_1505,Experiment 1_July3,3.1.0,60.00391267490391,
,,,,,,,,,,0.99592182,1,OlfactoryStimulus,Fruit,Lemon,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,yes,None,n,Lemon,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.583632802500233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,001,2019_Aug_27_1505,Experiment 1_July3,3.1.0,60.00391267490391,
,,,,,,,,,,0.368748025,4,OlfactoryStimulus,Flower,Lilac,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,yes,None,n,Lilac,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.3837280771665519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,001,2019_Aug_27_1505,Experiment 1_July3,3.1.0,60.00391267490391,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,62.348451696106395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,001,2019_Aug_27_1505,Experiment 1_July3,3.1.0,60.00391267490391,
,,,,,,,,,,0.110668483,,VisualCategory,Fruit,Pear,Fruit,C:\Users\subic\Desktop\Experiment 1\Sounds\FRUIT.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,n,,2,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,75.9147418527482,n,1,0.5003658836997147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,001,2019_Aug_27_1505,Experiment 1_July3,3.1.0,60.00391267490391,
,,,,,,,,,,0.305373366,,VisualCategory,Flower,Lilac,Fruit,C:\Users\subic\Desktop\Experiment 1\Sounds\FRUIT.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lilac.jpg,m,,2,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.5170757801895434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,001,2019_Aug_27_1505,Experiment 1_July3,3.1.0,60.00391267490391,
,,,,,,,,,,0.14500264,,VisualCategory,Fruit,Lemon,Flower,C:\Users\subic\Desktop\Experiment 1\Sounds\FLOWER.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,m,,2,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.7170282032332125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,001,2019_Aug_27_1505,Experiment 1_July3,3.1.0,60.00391267490391,
,,,,,,,,,,0.922586623,,VisualCategory,Flower,Lilac,Fruit,C:\Users\subic\Desktop\Experiment 1\Sounds\FRUIT.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lilac.jpg,m,,2,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.7003273632706168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,001,2019_Aug_27_1505,Experiment 1_July3,3.1.0,60.00391267490391,
,,,,,,,,,,0.631198653,,VisualCategory,Flower,Lavender,Flower,C:\Users\subic\Desktop\Experiment 1\Sounds\FLOWER.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lavender.jpg,n,,2,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.6670675689381369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,001,2019_Aug_27_1505,Experiment 1_July3,3.1.0,60.00391267490391,
,,,,,,,,,,0.917814405,,VisualCategory,Flower,Lilac,Flower,C:\Users\subic\Desktop\Experiment 1\Sounds\FLOWER.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lilac.jpg,n,,2,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.36699825631671956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,001,2019_Aug_27_1505,Experiment 1_July3,3.1.0,60.00391267490391,
,,,,,,,,,,0.954968053,,VisualCategory,Fruit,Pear,Flower,C:\Users\subic\Desktop\Experiment 1\Sounds\FLOWER.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,m,,2,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.3670682934605338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,001,2019_Aug_27_1505,Experiment 1_July3,3.1.0,60.00391267490391,
,,,,,,,,,,0.310715618,,VisualCategory,Fruit,Lemon,Fruit,C:\Users\subic\Desktop\Experiment 1\Sounds\FRUIT.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,n,,2,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.5667170209580945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,001,2019_Aug_27_1505,Experiment 1_July3,3.1.0,60.00391267490391,
,,,,,,,,,,0.482721079,,VisualCategory,Fruit,Pear,Fruit,C:\Users\subic\Desktop\Experiment 1\Sounds\FRUIT.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,n,,2,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.5171355532693269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,001,2019_Aug_27_1505,Experiment 1_July3,3.1.0,60.00391267490391,
,,,,,,,,,,0.687250745,,VisualCategory,Flower,Lavender,Fruit,C:\Users\subic\Desktop\Experiment 1\Sounds\FRUIT.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lavender.jpg,m,,2,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.483695232160926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,001,2019_Aug_27_1505,Experiment 1_July3,3.1.0,60.00391267490391,
,,,,,,,,,,0.867877869,,VisualCategory,Fruit,Lemon,Fruit,C:\Users\subic\Desktop\Experiment 1\Sounds\FRUIT.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,n,,2,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.6005836026140514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,001,2019_Aug_27_1505,Experiment 1_July3,3.1.0,60.00391267490391,
